Pos,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts
M,Iwobi,5.8,5.8,Everton,18,0.949,16,0.736,4.715,0.865,5.1049999999999995,1.0050000000000001,5.949999999999999,0.234,6.2225,1.131,4.9125,0.9200000000000002,15,0.812
D,Mina,4.9,4.9,Everton,0,0,0,0,0,0,0,0,0,0,4.585,0.529,8.515,1.049,47,1.833
M,Davies,4.8,4.8,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Calvert-Lewin,7.9,7.9,Everton,84,4.045,79,2.823,24.91,4.305,24.36,4.829999999999999,26.599999999999998,1.363,24.5625,4.446,23.580000000000002,4.503,74,3.832
D,Holgate,4.2,4.2,Everton,84,2.146,82,1.221,23.11,2.198,23.7425,3.3499999999999996,22.75,0.739,20.305,2.045,19.977499999999996,2.117,54,1.81
D,Godfrey,4.7,4.7,Everton,0,0,0,0,6.9750000000000005,0.729,12.879999999999999,1.9419999999999997,22.4,0.775,19.65,2.1270000000000002,19.322499999999998,2.189,51,1.835
F,Richarlison,7.5,7.5,Everton,69,3.113,51,1.883,14.090000000000002,2.428,13.5425,2.628,16.099999999999998,0.749,16.375,2.866,14.7375,2.703,46,2.332
G,Virgínia,4.0,4.0,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hernández,5.5,5.5,Leeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Casilla,4.5,4.5,Leeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Cooper,4.4,4.4,Leeds,0,0,2.15,0.124,18.35,0.897,33.5,2.7889999999999997,79,2.309,42.9,2.8049999999999997,40.15,2.699,77,1.543
D,Ayling,4.3,4.3,Leeds,89,3.3369999999999997,45.8,2.801,45.15,2.41,44.55,3.955,79,2.418,42.9,2.99,42.9,3.019,75,1.637
M,Klich,5.2,5.2,Leeds,54,4.067,30.6,2.5549999999999997,29,2.355,25.65,2.471,45,1.809,22.55,2.084,24.75,2.1910000000000003,44,1.672
F,Rodrigo,6.2,6.2,Leeds,64,4.911,34.25,2.992,33.1,2.871,31.4,3.146,52,2.096,30.25,2.93,30.8,2.851,51,1.974
M,Dallas,4.9,4.9,Leeds,66,3.726,41.55,2.635,36.55,2.254,35.9,2.576,66,2.008,37.4,2.571,35.2,2.315,67,1.952
F,Bamford,7.7,7.7,Leeds,12.5,0.94,16.95,1.681,32.05,3.2009999999999996,41.95,5.061999999999999,73,3.35,40.7,4.707,40.7,4.4479999999999995,71,2.999
D,Llorente,4.5,4.5,Leeds,87.5,2.928,47.2,2.589,46.65,2.185,44.05,3.638,78,2.23,44.55,2.812,42.35,2.7619999999999996,73,1.45
M,Phillips,4.7,4.7,Leeds,0,0,1.05,0.062,17.3,0.9179999999999999,32.55,2.047,78,2.081,42.35,2.4530000000000003,42.35,2.4530000000000003,75,1.876
M,Costa,5.4,5.4,Leeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Roberts,4.8,4.8,Leeds,28,2.546,15.35,1.509,15.3,1.4809999999999999,13.25,1.491,24,1.146,13.75,1.476,14.85,1.532,27,1.201
D,Koch,4.3,4.3,Leeds,75.5,2.845,38.9,2.348,28.6,1.489,21.8,1.9500000000000002,27,0.869,14.3,1.024,16.5,1.189,26,0.61
M,Poveda,4.5,4.5,Leeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Raphinha,6.5,6.5,Leeds,85.5,7.791,43.55,4.7860000000000005,45.4,4.671,44,5.555,79,3.587,41.8,4.9079999999999995,41.8,4.683,75,3.137
M,Shackleton,4.4,4.4,Leeds,16.5,1.3559999999999999,11.2,0.919,9.35,0.791,9.7,0.899,16,0.695,8.25,0.735,8.25,0.725,17,0.717
D,Struijk,4.3,4.3,Leeds,85.5,3.042,42,2.448,30.65,1.571,20.25,1.786,30,0.992,13.75,0.988,19.25,1.386,33,0.797
G,Meslier,4.8,4.8,Leeds,90,6.542999999999999,48.4,3.708,48.4,3.591,48.35,4.281000000000001,89,3.465,47.3,3.794,47.85,3.9139999999999997,86,3.086
G,Schmeichel,4.8,4.8,Leicester,90,3.604,89,3.674,24.025000000000002,3.9,24.005,3.474,89,3.916,34.61333333333334,3.8030000000000004,34.22,4.259,87,3.4
D,Evans,5.4,5.4,Leicester,0,0,0,0,0,0,0,0,0,0,9.44,0.6359999999999999,20.453333333333333,2.237,68,2.105
M,Albrighton,5.2,5.2,Leicester,14,0.652,18,0.893,4.895,0.996,4.8950000000000005,0.8540000000000001,16,0.84,6.686666666666667,0.8720000000000001,8.26,1.178,20,0.985
M,Mendy,4.3,4.3,Leicester,3,0.128,2,0.087,1.345,0.223,1.34,0.213,5,0.216,1.9666666666666668,0.222,1.5733333333333335,0.183,5,0.213
G,Ward,4.0,4.0,Leicester,0,0,0,0,0.2625,0.043000000000000003,0.0125,0.002,0,0,0.39333333333333337,0.043,0.7866666666666667,0.098,2,0.079
F,Vardy,10.3,10.3,Leicester,0,0,7,0.418,5.0275,1.323,10.565,1.991,44,2.744,17.7,2.5789999999999997,20.060000000000002,3.633,50,2.865
M,Praet,4.9,4.9,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Pereira,5.2,5.2,Leicester,67,2.439,62,2.5,17.7,2.855,15.864999999999998,1.6239999999999999,55,2.623,15.339999999999998,1.2590000000000001,16.52,2.182,39,1.456
D,Amartey,3.8,3.8,Leicester,78,2.521,74,2.584,18.645,2.5929999999999995,17.63,1.5629999999999997,69,2.851,23.99333333333333,1.605,23.206666666666667,2.5,52,1.605
D,Castagne,5.3,5.3,Leicester,0,0,0,0,0,0,1.3225000000000002,0.136,29,1.225,26.353333333333335,1.869,27.53333333333333,3.087,67,2.15
M,Tielemans,6.4,6.4,Leicester,85,3.399,83,3.805,21.555,4.297000000000001,21.077500000000004,2.998,76,3.593,29.106666666666666,3.2150000000000003,29.5,3.905,75,3.14
M,Pérez,5.7,5.7,Leicester,4,0.214,7,0.419,1.8724999999999998,0.47800000000000004,1.5925,0.329,6,0.376,1.5733333333333335,0.23800000000000002,2.36,0.40900000000000003,8,0.476
M,Maddison,6.9,6.9,Leicester,75,3.672,72,4.083,19.447499999999998,4.925,18.674999999999997,3.354,67,4.098,26.353333333333335,3.674,27.139999999999997,4.785,69,3.804
F,Iheanacho,6.9,6.9,Leicester,21,1.24,23,1.481,5.355,1.536,3.7625,0.8390000000000001,12,0.833,4.72,0.807,3.9333333333333336,0.797,12,0.812
M,Choudhury,4.4,4.4,Leicester,4,0.16,6,0.256,1.635,0.272,2.1625000000000005,0.341,6,0.263,2.36,0.265,2.7533333333333334,0.331,8,0.347
M,Barnes,6.5,6.5,Leicester,61,3.015,58,3.261,15.025,3.7619999999999996,14.145000000000001,2.624,54,3.272,22.026666666666667,3.074,20.846666666666664,3.633,51,2.816
M,Ndidi,4.8,4.8,Leicester,87,2.359,83,2.379,22.627499999999998,2.7049999999999996,21.0725,2.151,79,2.44,30.679999999999996,2.3670000000000004,31.46666666666667,2.7600000000000002,76,2.154
D,Söyüncü,4.9,4.9,Leicester,59,1.876,67,2.316,16.974999999999998,2.347,17.74,1.549,59,2.444,22.026666666666667,1.4540000000000002,15.339999999999998,1.682,40,1.237
D,Justin,4.9,4.9,Leicester,26,0.988,35,1.428,7.72,1.26,9.865,1.057,25,1.18,8.653333333333334,0.731,8.26,1.018,25,0.931
D,Thomas,4.3,4.3,Leicester,87,2.805,82,2.89,22.120000000000005,3.088,20.7625,1.8599999999999999,70,2.963,21.633333333333336,1.5079999999999998,20.060000000000002,2.235,52,1.656
D,Fofana,4.3,4.3,Leicester,1,0.037,5,0.185,3.0524999999999998,0.42600000000000005,4.0675,0.383,20,0.845,4.72,0.334,3.9333333333333336,0.42400000000000004,7,0.237
M,Milner,4.9,4.9,Liverpool,2,0.187,0,0,5,0.264,3.9,0.355,1.4000000000000001,0.04,5.775,0.6930000000000001,4.2,0.37,10,0.528
M,Henderson,5.0,5.0,Liverpool,62.5,5.890000000000001,0,0,56,2.424,32.4,2.552,10.8,0.415,29.4,2.807,29.925,1.93,57,2.307
G,Adrián,4.3,4.3,Liverpool,0,0,0,0,1,0.047,0,0,0.2,0.009,1.05,0.106,0.525,0.039,0,0
D,Matip,4.9,4.9,Liverpool,80,9.173,0,0,75,3.785,44.25,4.07,14.600000000000001,0.656,36.75,4.29,38.85,2.091,69,3.176
M,Thiago,5.3,5.3,Liverpool,42,4.073,0,0,49,2.147,26.14,2.1020000000000003,9.4,0.338,24.675,2.381,24.675,1.6560000000000001,45,1.881
M,Shaqiri,5.9,5.9,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Chamberlain,5.8,5.8,Liverpool,3,0.315,0,0,7,0.377,5.81,0.554,1.4000000000000001,0.039,7.35,0.894,5.25,0.462,11,0.576
F,Firmino,8.7,8.7,Liverpool,42.5,5.5280000000000005,0,0,45,2.604,26.37,2.672,9,0.437,24.15,3.141,23.625,1.964,45,2.495
D,van Dijk,6.7,6.7,Liverpool,89,10.117,0,0,84,4.227,48.06,4.434,16.6,0.747,41.475,4.868,43.575,2.334,77,3.572
M,Mané,11.7,11.7,Liverpool,81,12.994,0,0,71,4.966,42.71,5.117,14.200000000000001,0.895,35.7,5.934,34.65,2.9819999999999998,65,4.18
G,Alisson,6.0,6.0,Liverpool,90,9.221,0,0,89,4.262,52.51,4.8709999999999996,17.400000000000002,0.788,45.15,4.696,45.675,3.4859999999999998,86,3.934
M,Fabinho,5.4,5.4,Liverpool,86,6.688,0,0,83,2.975,46.61,3.1500000000000004,16.6,0.558,40.425,3.3440000000000003,40.95,2.215,77,2.662
M,Salah,13.0,13.0,Liverpool,86.5,18.393,0,0,82,7.423,45.019999999999996,6.907,15.8,1.304,40.425,8.809,39.9,4.12,76,6.174
D,Robertson,7.1,7.1,Liverpool,83,11.21,0,0,82,4.797,48.29,5.061,15.600000000000001,0.815,40.425,5.579000000000001,40.425,2.414,77,4.066
F,Origi,4.8,4.8,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0.053,0,0
M,Minamino,5.1,5.1,Liverpool,2.5,0.347,0,0,7,0.491,4.72,0.5640000000000001,1.4000000000000001,0.059,4.725,0.721,4.725,0.48300000000000004,11,0.723
D,Alexander-Arnold,8.5,8.0,Liverpool,88,13.078,0,0,85,5.468,48.38,5.548,16.2,0.931,42.525,6.46,43.05,2.746,81,4.678
D,Gomez,4.7,4.7,Liverpool,0,0,0,0,1,0.031,0.6799999999999999,0.034999999999999996,0.6000000000000001,0.011,0.525,0.035,1.575,0.07,2,0.061
M,Keita,5.0,5.0,Liverpool,54,5.772,0,0,48,2.348,29.73,2.574,8.8,0.349,21.525,2.378,25.2,1.7790000000000001,46,2.106
M,Jota,8.5,8.1,Liverpool,52.5,8.411999999999999,0,0,50,3.546,32.269999999999996,3.9400000000000004,10.600000000000001,0.648,27.825,4.606,27.825,2.482,55,3.595
D,Phillips,4.2,4.2,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Kelleher,4.3,4.3,Liverpool,0,0,0,0,0,0,0.09,0.008,0.2,0.009,0.525,0.054,0,0,3,0.136
D,Konaté,5.1,5.1,Liverpool,11,0.9869999999999999,0,0,20,0.928,13.12,1.1400000000000001,4.800000000000001,0.179,14.7,1.621,11.025,0.63,30,1.355
M,Jones,5.0,5.0,Liverpool,18.5,1.976,0,0,21,1.043,14.8,1.294,5.2,0.171,13.65,1.426,12.075,0.9580000000000001,26,1.214
D,Tsimikas,3.7,3.7,Liverpool,7,0.7949999999999999,0,0,8,0.416,4.81,0.44,2.4000000000000004,0.087,6.825,0.8180000000000001,5.775,0.382,13,0.647
D,N.Williams,3.8,3.8,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,R.Williams,4.4,4.4,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Davies,4.0,4.0,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Walker,5.4,5.4,Man City,70,3.618,67,3.439,65,3.174,64,3.239,6.7,0.372,70,3.891,66,2.769,63,3.325
M,Gündogan,7.2,7.2,Man City,35,2.135,39,2.381,36,2.11,43,2.46,4.3,0.234,42,2.583,43,2.194,46,2.484
M,De Bruyne,12.1,12.1,Man City,79,5.157,73,4.829,77,4.845,75,4.654,7.7,0.521,73,4.944,73,3.967,70,4.116
D,Stones,5.2,5.2,Man City,24,1.314,26,1.429,28,1.48,32,1.75,2.9000000000000004,0.164,37,2.18,28,1.283,36,2.034
D,Mendy,5.2,5.2,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Mahrez,8.7,8.7,Man City,60,4.796,51,4.143,50,3.887,52,3.961,5.300000000000001,0.418,49,4.075,48,3.23,52,3.725
M,Sterling,10.7,10.7,Man City,63,4.784,51,3.945,54,4.012,51,3.706,5,0.38,56,4.44,53,3.374,56,3.8
D,Cancelo,7.2,6.6,Man City,82,5.009,79,4.811,80,4.573,79,4.654,7.2,0.476,71,4.642,74,3.563,73,4.423
G,Ederson,6.1,6.1,Man City,90,4.488,89,4.422,88,4.238,88,4.362,8.9,0.469,87,4.55,86,3.842,87,4.467
D,Aké,4.7,4.7,Man City,4,0.17,10,0.474,13,0.628,11,0.528,1.5,0.068,20,1.172,16,0.713,19,1.061
D,Laporte,5.8,5.8,Man City,74,4.247,72,4.092,67,3.604,68,3.773,7.1000000000000005,0.435,61,3.683,71,3.237,66,3.782
G,Steffen,4.4,4.4,Man City,0,0,1,0.05,1,0.048,1,0.05,0,0,3,0.156,3,0.134,2,0.102
M,Bernardo,7.3,7.3,Man City,67,3.384,67,3.364,65,3.158,63,3.049,6.1000000000000005,0.309,66,3.43,63,2.692,59,2.774
D,Dias,6.3,6.3,Man City,79,4.346,75,4.092,77,3.985,73,3.904,7.1000000000000005,0.419,67,3.922,69,3.034,68,3.759
F,Jesus,8.5,8.5,Man City,21,1.328,37,2.343,48,2.98,55,3.265,4.9,0.293,47,3.074,51,2.753,50,2.792
D,Zinchenko,5.3,5.3,Man City,25,1.357,31,1.718,30,1.59,30,1.639,3.5,0.193,33,1.958,34,1.568,31,1.756
M,Foden,8.0,8.0,Man City,73,5.081,70,4.859,65,4.374,59,3.939,6.1000000000000005,0.427,60,4.363,60,3.52,61,3.801
M,Rodrigo,5.5,5.5,Man City,87,3.252,84,3.145,81,2.966,78,2.872,8.1,0.317,78,3.063,78,2.567,77,2.772
M,Harrison,5.5,5.5,Leeds,82,5.746,42.2,3.448,39.55,3.203,39.1,3.796,71,2.727,40.15,3.6180000000000003,35.75,3.177,72,2.525
M,Torres,6.7,6.7,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Cavani,8.4,8.4,Man Utd,17,1.132,23,1.702,22,1.037,23,1.446,5.2,0.181,26,1.806,23,1.448,18,1.332
G,de Gea,5.3,5.2,Man Utd,90,3.742,89,4.328,89,3.197,89,3.82,17,0.615,88,3.84,88,3.757,87,4.329
M,Matic,4.3,4.3,Man Utd,3,0.118,6,0.253,16,0.549,14,0.538,3.6,0.079,20,0.804,20,0.756,21,0.879
M,Pogba,7.4,7.4,Man Utd,73,3.028,69,3.414,68,2.041,69,2.853,13.200000000000001,0.398,65,3.03,63,2.675,65,3.352
D,Maguire,5.4,5.4,Man Utd,88,3.125,83,4.182,84,1.393,83,3.126,16,0.305,78,3.236,77,2.89,78,4.015
M,Fred,4.9,4.9,Man Utd,43,1.531,51,1.985,44,1.274,43,1.5,9.4,0.232,46,1.678,53,1.775,53,2.031
D,Shaw,5.0,5.0,Man Utd,78,3.312,64,3.739,63,1.276,64,2.831,12,0.26,55,2.701,56,2.445,57,3.413
M,Lingard,6.7,6.7,Man Utd,30,1.647,35,2.15,33,1.325,33,1.779,6.4,0.205,36,2.117,35,1.869,36,2.228
M,Fernandes,11.7,11.6,Man Utd,83,4.112,81,4.933,78,2.553,78,3.866,15.4,0.54,75,4.306,75,3.781,72,4.39
F,Martial,7.6,7.6,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Telles,5.0,5.0,Man Utd,12,0.512,25,1.536,27,0.691,25,1.217,6,0.138,33,1.765,33,1.593,32,2.031
G,Henderson,4.7,4.7,Man Utd,0,0,1,0.048,0,0,1,0.043,0.6000000000000001,0.021,1,0.044,0,0,0,0
M,Rashford,9.4,9.4,Man Utd,50,2.947,46,3.236,53,2.092,52,3.006,10.4,0.395,48,3.154,45,2.622,51,3.499
M,van de Beek,5.7,5.7,Everton,57,2.19,53,1.743,11.9075,1.7830000000000001,11.45,1.8579999999999999,11.899999999999999,0.423,9.497499999999999,1.4790000000000003,10.807500000000001,1.695,30,1.343
D,Tuanzebe,4.4,4.4,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Lindelöf,4.8,4.8,Man Utd,3,0.125,10,0.464,10,0.227,13,0.495,3.2,0.054,16,0.646,15,0.564,21,1.052
M,McTominay,5.4,5.4,Man Utd,69,2.439,62,2.545,64,1.793,65,2.284,12.4,0.33,63,2.379,61,2.165,60,2.477
D,Bailly,4.9,4.9,Man Utd,0,0,2,0.089,3,0.085,3,0.118,0.8,0.008,6,0.244,10,0.39,9,0.418
M,James,6.0,6.0,Leeds,71.5,5.5,32.2,2.918,23.8,2.201,17.95,1.916,36,1.576,20.35,2.034,22,2.1,36,1.482
D,Wan-Bissaka,5.1,5.1,Man Utd,4,0.164,15,0.705,16,0.332,20,0.775,3.6,0.062,20,0.825,21,0.806,23,1.171
M,Greenwood,7.1,7.1,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Williams,3.9,3.9,Norwich,87,0.802,81,1.963,40.17,3.08,40.625,1.991,12.48,0.232,41.42,2.125,39.785,3.093,71,1.235
M,Shelvey,5.3,5.3,Newcastle,86,2.623,82,2.684,33.236666666666665,3.3600000000000003,32.46,2.684,28,0.972,32.126666666666665,2.881,32.126666666666665,3.186,74,2.615
D,Ritchie,4.9,4.9,Newcastle,0,0,0,0,1.0333333333333332,0.09799999999999999,5.62,0.428,4.8999999999999995,0.161,4.473333333333334,0.39300000000000007,6.099999999999999,0.7330000000000001,15,0.692
D,Clark,4.4,4.4,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Darlow,4.5,4.5,Newcastle,0,0,0,0,0,0,0.11,0.012,0.7,0.028,0.40666666666666673,0.044,0.40666666666666673,0.051000000000000004,2,0.078
G,Dubravka,4.4,4.4,Newcastle,90,3.379,90,3.682,36.230000000000004,4.542000000000001,36.083333333333336,3.924,30.099999999999998,1.274,35.78666666666667,3.9690000000000003,35.379999999999995,4.5809999999999995,87,3.49
F,Wilson,7.2,7.2,Newcastle,0,0,0,0,0,0,0,0,0,0,13.826666666666668,1.802,22.366666666666664,3.3449999999999998,63,3.579
M,Hendrick,4.8,4.8,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Fraser,5.3,5.3,Newcastle,76,2.961,73,3.055,30.353333333333335,3.974,28.17,2.9229999999999996,24.5,1.098,26.840000000000003,3.093,28.46666666666667,3.646,68,3.238
D,Lascelles,4.4,4.4,Newcastle,56,1.364,71,2.349,26.730000000000004,2.7039999999999997,27.763333333333335,1.443,22.4,0.772,26.02666666666667,1.796,26.02666666666667,2.7760000000000002,65,2.129
F,Gayle,5.2,5.2,Newcastle,4,0.23,7,0.421,2.2933333333333334,0.41600000000000004,0.96,0.129,1.4,0.064,1.626666666666667,0.253,1.22,0.20900000000000002,3,0.204
D,Dummett,4.5,4.5,Newcastle,13,0.399,16,0.581,6.173333333333335,0.625,6.3566666666666665,0.42499999999999993,8.399999999999999,0.245,5.6933333333333325,0.457,6.506666666666668,0.6890000000000001,18,0.643
D,Manquillo,3.9,3.9,Newcastle,42,1.1,51,1.785,19.593333333333334,2.048,19.743333333333336,1.112,15.749999999999998,0.519,10.573333333333332,0.8360000000000001,6.099999999999999,0.65,14,0.503
D,Krafth,4.3,4.3,Newcastle,36,1.056,26,0.973,10.979999999999999,1.193,11.313333333333333,0.74,11.2,0.364,7.32,0.6060000000000001,2.033333333333333,0.21500000000000002,5,0.187
M,Murphy,4.7,4.7,Newcastle,20,0.87,22,0.983,9.316666666666666,1.188,9.943333333333333,1.1219999999999999,9.45,0.353,8.946666666666667,1.1239999999999999,5.6933333333333325,0.805,15,0.814
D,Schär,4.3,4.3,Newcastle,40,1.035,28,0.985,13.493333333333334,1.457,13.126666666666665,0.729,11.549999999999999,0.413,13.826666666666668,1.026,13.013333333333335,1.469,35,1.226
M,Hayden,4.5,4.5,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Saint-Maximin,6.9,6.9,Newcastle,81,3.062,81,3.145,32.053333333333335,4.024,30.5,3.11,25.9,1.12,30.906666666666666,3.38,29.28,3.6020000000000003,74,3.3
M,Almirón,5.1,5.1,Newcastle,18,0.876,16,0.815,8.206666666666665,1.204,8.096666666666666,1.024,7,0.284,7.32,0.98,6.913333333333334,0.9920000000000001,15,0.825
M,S.Longstaff,4.4,4.4,Newcastle,2,0.094,4,0.193,2.216666666666667,0.276,3.216666666666667,0.378,3.15,0.094,2.8466666666666662,0.34900000000000003,3.253333333333334,0.40900000000000003,10,0.476
F,Joelinton,5.8,5.8,Newcastle,82,2.468,77,2.431,31.423333333333332,3.0980000000000003,32.166666666666664,2.6799999999999997,26.25,0.9,29.686666666666667,2.6929999999999996,30.5,2.868,74,2.545
D,Lewis,4.2,4.2,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,M.Longstaff,4.5,4.5,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,McGovern,3.9,3.9,Norwich,0,0,1,0.038,0.5,0.044,0,0,0,0,0,0,0,0,0,0
G,Krul,4.5,4.5,Norwich,8,0.284,36,1.326,34.715,2.993,44.32,3.275,14.08,0.5,47.415,3.546,47.415,4.107,85,3.004
F,Pukki,5.8,5.8,Norwich,83,2.807,78,3.398,40.185,3.921,39.67,3.629,12.16,0.445,40.875,3.331,40.33,4.184,75,2.813
M,Stiepermann,5.0,5.0,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Rupp,4.4,4.4,Norwich,10,0.411,19,0.832,8.785,0.803,10.8,0.917,3.04,0.07,11.99,0.9550000000000001,12.535,1.1039999999999999,24,0.937
M,McLean,4.9,4.9,Norwich,69,1.8,65,1.991,33.84,2.2960000000000003,33.475,2.097,9.92,0.266,32.155,1.954,32.155,2.235,58,1.645
D,Hanley,4.4,4.4,Norwich,89,0.894,86,2.101,43.775,3.341,41.775,2.0989999999999998,13.44,0.261,45.235,2.325,43.6,3.403,81,1.375
M,Hernández,4.9,4.9,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Byram,4.4,4.4,Norwich,6,0.163,7,0.258,4.165,0.351,4.62,0.33,1.6,0.016,7.63,0.523,6.54,0.5640000000000001,14,0.432
F,Hugill,5.4,5.4,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Dowell,5.1,5.1,Norwich,12,0.546,11,0.571,7.135,0.78,7.695,0.811,2.56,0.07,6.54,0.634,7.63,0.856,15,0.714
D,Zimmermann,4.4,4.4,Norwich,0,0,2,0.045,0.5,0.029,0,0,0.16,0.001,1.635,0.07200000000000001,0.545,0.030000000000000002,3,0.055
M,Cantwell,5.3,5.3,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Aarons,4.3,4.3,Norwich,89,0.931,87,2.142,44.23,3.3579999999999997,41.76,2.1300000000000003,13.280000000000001,0.262,41.965,2.236,44.145,3.406,79,1.38
D,Sørensen,4.3,4.3,Norwich,1,0.021,8,0.257,6.27,0.532,11.875,0.769,4.32,0.074,14.17,0.91,14.17,1.239,24,0.615
M,Placheta,4.7,4.7,Norwich,14,0.621,14,0.698,7.225,0.752,8.74,0.861,2.56,0.066,9.81,0.9,9.81,1.032,19,0.851
F,Idah,4.9,4.9,Norwich,37,1.326,42,1.858,22.705,2.137,22.69,2.085,7.84,0.263,25.07,2.037,25.07,2.449,47,1.793
M,Martin,5.0,5.0,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Omobamidele,3.9,3.9,Norwich,2,0.04,2,0.068,2.62,0.21,3.635,0.211,1.44,0.02,6.54,0.365,6.54,0.502,11,0.236
M,Walcott,5.8,5.8,Southampton,7,0.415,4,0.242,2.22,0.227,3.22,0.388,3,0.124,4.44,0.483,2.775,0.271,9,0.493
G,Forster,4.4,4.4,Southampton,57,2.385,32,1.468,2.83,0.219,3.275,0.29200000000000004,1.5,0.063,2.775,0.215,2.22,0.16499999999999998,5,0.193
G,McCarthy,4.4,4.4,Southampton,33,1.384,57,2.62,47.12,3.6270000000000002,46.675,4.164,43.5,1.825,47.175,3.6470000000000002,47.730000000000004,3.532,85,3.272
M,Romeu,4.5,4.5,Southampton,86,2.519,83,2.635,44.955,2.411,45.345,2.8289999999999997,39,1.099,43.29,2.359,43.845,2.192,74,1.987
M,Redmond,5.9,5.9,Southampton,18,0.888,27,1.445,23.865000000000002,2.109,22.53,2.418,21.5,0.926,24.42,2.241,25.53,2.06,44,1.918
F,Ings,7.7,7.7,Aston Villa,17,1.246,9.033333333333333,1.55,9.506666666666668,1.8769999999999998,9.183333333333334,1.564,25,1.473,11.293333333333335,1.8539999999999999,9.68,1.75,30,1.531
D,Stephens,4.4,4.4,Southampton,17,0.653,29,1.401,13.32,0.859,15.04,1.381,15,0.545,14.985,0.984,14.985,0.842,24,0.792
M,S.Armstrong,5.8,5.8,Southampton,76,3.479,69,3.32,37.295,3.037,35.13,3.577,31,1.277,33.855,2.935,35.52,2.592,64,2.511
D,Vestergaard,4.7,4.7,Leicester,2,0.057,3,0.095,0.8525,0.10300000000000001,1.59,0.151,6,0.236,2.36,0.16699999999999998,0.7866666666666667,0.069,3,0.09
M,Ward-Prowse,6.4,6.4,Southampton,87,4.338,82,4.411,46.12,3.836,45.455,4.925,40,1.828,44.955,4.005,43.29,3.2479999999999998,78,3.161
D,Walker-Peters,4.8,4.8,Southampton,54,2.144,50,2.441,30.245,1.877,30.195,2.772,26.5,0.982,31.08,1.943,30.525,1.58,55,1.68
D,Bednarek,4.4,4.4,Southampton,87,3.218,82,3.801,45.01,2.612,43.79,3.872,39,1.406,42.18,2.4989999999999997,41.07,2.02,75,2.164
F,Nlundulu,4.5,4.5,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Adams,6.8,6.8,Southampton,79,4.25,76,4.347,37.515,3.615,39.46,4.643000000000001,33,1.636,37.74,3.8449999999999998,35.52,3.0540000000000003,67,3.117
M,Tella,4.7,4.7,Southampton,7,0.384,12,0.689,8.38,0.812,8.88,0.9710000000000001,10.5,0.432,10.545,1.04,9.99,0.9039999999999999,21,1.018
M,Smallbone,4.5,4.5,Southampton,3,0.138,3,0.143,2.665,0.228,2.22,0.2,2,0.058,2.775,0.24100000000000002,2.22,0.18,4,0.177
F,Obafemi,4.5,4.5,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Diallo,4.5,4.5,Southampton,16,0.68,11,0.494,7.105,0.561,7.77,0.648,8.5,0.273,8.88,0.7240000000000001,9.99,0.765,20,0.806
M,Djenepo,5.2,5.2,Southampton,5,0.268,3,0.161,2.165,0.20400000000000001,2.22,0.234,2,0.071,2.775,0.268,2.775,0.248,5,0.246
